0.91515949,0.54188392
0.12723059,0.94312666
0.25468496,0.37879565
0.14036319,0.66412486
0.44631439,0.84638786
0.94736191,0.30710559
0.046749827,0.32705263
0.64860159,0.58938261
0.86361321,0.53499515
0.88625195,0.79791707
0.95545316,0.83019604
0.092024628,0.50067332
0.93720803,0.47310675
0.89189448,0.81288388
0.80973538,0.22950936
0.40457604,0.10374563
0.32621231,0.70393005
0.74486431,0.0062677212
0.40408513,0.49005148
0.34227235,0.81969398
0.77823938,0.0094080799
0.69773585,0.439394
0.50753001,0.19707832
0.30364244,0.69349924
0.51191409,0.79166541
0.50171073,0.97019927
0.53057419,0.87613722
0.47643606,0.0084207516
0.16267718,0.10456744
0.082678823,0.28073657
0.054218069,0.081251755
0.19445885,0.60299142
0.65845945,0.73774796
0.86336005,0.54008133
0.88317569,0.093985237
0.40534416,0.87203441
0.18766549,0.24175068
0.83450737,0.93826827
0.58020736,0.81584096
0.0047765128,0.81566917
0.20324872,0.73843133
0.3766933,0.29390397
0.62092666,0.23560334
0.68231561,0.49209032
0.88399612,0.14368634
0.38368705,0.15816065
0.40596372,0.87028707
0.078051884,0.87439314
0.86433087,0.073157916
0.67457274,0.67078357
0.79796664,0.45425604
0.28134666,0.13490655
0.026008016,0.042284502
0.024849608,0.32140246
0.034059273,0.15284819
0.58677811,0.22399874
0.82377413,0.32564247
0.20150096,0.58071651
0.26368943,0.11098591
0.26587541,0.074389343
0.26742306,0.18817141
0.68249882,0.9530824
0.24680861,0.58285908
0.55184208,0.11739626
0.66659498,0.81345267
0.25543823,0.70873709
0.55711429,0.41571623
0.92232914,0.6256978
0.50207417,0.89296931
0.53940271,0.86141745
0.29297551,0.041891439
0.012447137,0.67468856
0.72562586,0.22774532
0.46997666,0.62337764
0.6713569,0.17075968
0.556819,0.77773539
0.5488891,0.92234458
0.75402935,0.88362013
0.58703531,0.53053603
0.51733992,0.25514003
0.65829432,0.14198045
0.35079439,0.24961354
0.71575113,0.06013798
0.80210556,0.31842368
0.47131497,0.85833674
0.01514745,0.058916345
0.18577499,0.033393769
0.91719324,0.674448
0.10580421,0.64274709
0.34417417,0.84945869
0.49138636,0.87751656
0.47549379,0.79659142
0.16055636,0.58674586
0.99264443,0.94316263
0.80962505,0.31388189
0.94091056,0.44834306
0.079797089,0.10248608
0.38425652,0.36394517
0.89910947,0.69223199
0.73837856,0.26384035
0.27933163,0.71866819
0.55893051,0.79870083
0.90380793,0.38103784
0.84488768,0.20565607
0.85869309,0.20978506
0.48697359,0.63042611
0.96465626,0.2666033
0.60378644,0.6325778
0.23803796,0.22469988
0.036084743,0.86969173
0.49180745,0.76942709
0.39260384,0.34530959
0.67249311,0.8943609
0.5480442,0.080017656
0.27911442,0.21438583
0.63937699,0.18293796
0.67415189,0.39207945
0.12061611,0.46183621
0.88504407,0.87526012
0.93049992,0.33171257
0.24466372,0.73619951
0.40959918,0.67446604
0.25114147,0.56016069
0.033828919,0.95850437
0.56869214,0.4178885
0.066466572,0.34683234
0.50878086,0.83490662
0.98902911,0.29363645
0.33949461,0.029617473
0.85001829,0.81774836
0.54340463,0.58666895
0.36914551,0.25030728
0.54807046,0.051197775
0.20729653,0.030854712
0.84903783,0.057215074
0.23544936,0.30078211
0.2863981,0.63090068
0.67834831,0.98304867
0.77830314,0.7300599
0.66852454,0.22090893
0.55911654,0.21896635
0.46071456,0.55494679
0.020857081,0.18713002
0.80158775,0.94450064
0.41614035,0.094144043
0.5031653,0.24839727
0.069368267,0.36436842
0.32162159,0.16884378
0.48922716,0.7813226
0.40556337,0.85546858
0.49418992,0.072301021
0.35385956,0.21750436
0.32943875,0.074181688
0.26957477,0.73309134
0.26255771,0.58189715
0.93482461,0.42052806
0.30064706,0.33123841
0.42130042,0.6536189
0.73103147,0.53274274
0.56743035,0.16065255
0.85900602,0.64511302
0.5577241,0.39181098
0.19137133,0.59991407
0.045364683,0.86476548
0.8956726,0.35527637
0.17678088,0.78409442
0.32108372,0.84552177
0.13452756,0.29049121
0.92507145,0.58114153
0.66973468,0.032334216
0.23662358,0.075610638
0.19386873,0.827635
0.16841519,0.36393931
0.40413891,0.30188647
0.76075527,0.54777877
0.90321376,0.4138932
0.50646794,0.77309266
0.91447105,0.0097276417
0.36910185,0.51300953
0.0622435,0.35096921
0.92540516,0.9955379
0.52981272,0.4526625
0.017443887,0.57084817
0.85134087,0.96699956
0.40776711,0.54860807
0.67556728,0.89170147
0.53608608,0.56702348
0.93904688,0.61235624
0.31230037,0.82369221
0.91915968,0.8503052
0.25024717,0.93726294
0.27200081,0.29072161
0.014238713,0.88022198
0.14381638,0.50886926
0.71286826,0.09015596
0.54347691,0.017944821
0.76218158,0.81821051
